Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value
31030015,4,redmie note 9s,14722100,2015.09.12,0,Rololandia,Pablito Escobar,19052289,steven93@example.net,4.648625,-74.1,Brian Smith,2015.09.12,111,Eugene Lee,676,248
38207200,6,redmi 8,39240594,1985.01.12,0,La Calor,Pablito Escobar,92851173,fcompton@example.net,10.4002813,-75.5,Timothy Stein,1985.01.12,606,Betty Phelps,555,953
73269621,5,redmi 7,25478470,1995.01.02,4,Tierra del aleteo,Pablito Escobar,15493635,ogonzalez@example.com,6.2441988,-75.6,Brenda Hicks,1995.01.02,882,Darrell Brown,31,86
75922263,7,redmi 9,65533373,1987.06.10,0,La Calor,Pablito Escobar,38231928,kathleen69@example.com,10.4002813,-75.5,Michael Patel,1987.06.10,629,William Barrett,583,344
64033027,4,redmie note 9s,84653151,1985.04.27,0,Tierra del aleteo,Pablito Escobar,53820520,ryan56@example.com,6.2441988,-75.6,Kevin Long,1985.04.27,684,Kathleen Barnes,552,433
87121707,4,redmie note 9s,12793284,2020.12.20,0,Tierra del aleteo,Pablito Escobar,89482255,sheila13@example.org,6.2441988,-75.6,Jillian Mcdonald,2020.12.20,767,Barbara Stevens,299,817
57651378,7,redmi 9,59665084,2015.01.29,0,La Calor,Pablito Escobar,71131984,maria28@example.org,10.4002813,-75.5,Amber Bell,2015.01.29,371,Leslie Gallegos,220,822
4028535,1,redmi note 7,23455667,1998.10.04,0,Tierra del aleteo,Pablito Escobar,91811691,josephholder@example.com,6.2441988,-75.6,Regina Nelson,1998.10.04,884,Amanda Perry DDS,963,611
46861369,6,redmi 8,21430643,2010.10.12,0,Rololandia,Pablito Escobar,65767893,wclark@example.org,4.648625,-74.1,Joseph Ray,2010.10.12,712,Darlene Duke,554,740
2888944,5,redmi 7,77760211,1985.08.07,0,La Calor,Pablito Escobar,79810040,gregory58@example.com,10.4002813,-75.5,Janet Smith,1985.08.07,758,Kelly Mullen,334,709
