Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value
6559462,1,shoes,53012958,2009/10/16,,Ca,Co,55557933,jonathan37@example.org,10.4002813,-75.5,Nicole Evans,2009/10/16,326,Robin Fuentes,153,959
62307934,6,hat,57146092,1987/10/14,,Bo,Co,26429378,lauraevans@example.com,4.648625,-74.1,Scott Cohen,1987/10/14,367,Kevin Barrera,324,612
77075502,6,hat,26127449,1986/03/24,,Li,Pe,26234893,barbara81@example.org,-12.037964,-77.0503238,Danielle Roberts,1986/03/24,440,Scott Baxter,729,286
11561913,6,hat,2090849,2014/04/29,,Me,Co,47629158,origgs@example.net,6.2441988,-75.6,Felicia Ruiz,2014/04/29,440,Robert Young,918,194
90277908,6,hat,5859772,1985/11/17,,Me,Co,51962101,sarahorn@example.com,6.2441988,-75.6,Jacob Austin,1985/11/17,54,Jonathan Cannon,995,136
86932138,9,bikini,35476690,1988/01/01,,Ca,Co,28310554,joshua47@example.net,10.4002813,-75.5,Nicholas Jones,1988/01/01,687,Kevin Fletcher,903,635
64986229,1,shoes,50171124,2019/09/11,,Bo,Co,13000377,annabrown@example.net,4.648625,-74.1,Charles Vance,2019/09/11,490,Madison Shaw,67,249
85205882,3,underwear,29220642,1986/02/03,,Me,Co,9774638,bchang@example.org,6.2441988,-75.6,Stacey Aguirre,1986/02/03,322,Michael Ponce,381,858
37669043,5,socks,46402330,1999/06/22,,Me,Co,90004708,silvakimberly@example.net,6.2441988,-75.6,Julie Roth,1999/06/22,180,Ashley Garcia,566,690
46028646,5,socks,2242236,1989/07/03,,Bo,Co,40620590,michael51@example.org,4.648625,-74.1,Thomas Martinez,1989/07/03,542,Jesse Wallace,664,803
69368913,9,bikini,34587819,1972/06/07,,Bo,Co,35563431,bwoods@example.com,4.648625,-74.1,Russell Miller,1972/06/07,960,Candice Escobar,911,338
67670659,2,skirt,42707295,1994/04/08,,Bo,Co,90348183,ggrant@example.net,4.648625,-74.1,Barbara Garcia,1994/04/08,44,Gerald Johnson,484,50
45316199,2,skirt,70169100,1999/08/14,X,Li,Pe,90730130,kmccoy@example.org,-12.037964,-77.0503238,Ashley Jones,1999/08/14,450,Mary Mason,645,312
84133739,8,gloves,21707679,1992/12/18,,Me,Co,33839215,csmith@example.net,6.2441988,-75.6,Cathy Daniels,1992/12/18,456,Carolyn Mullins,300,908
71581596,1,shoes,74677772,1990/06/22,,Ca,Co,84144068,rhonda93@example.com,10.4002813,-75.5,Dylan Santos,1990/06/22,904,Tina Daniels,213,115
91832206,7,T-Shirt,93350260,2000/09/04,,Ca,Co,99925231,mariewilliams@example.org,10.4002813,-75.5,Amy Harrington DDS,2000/09/04,412,Tina Day,798,149
43059979,1,shoes,54000599,1989/09/18,,Ca,Co,23465124,david73@example.org,10.4002813,-75.5,Clifford Chapman,1989/09/18,182,Steven Webb,177,660
5842159,7,T-Shirt,33713465,1984/11/11,,Li,Pe,12486428,pdouglas@example.net,-12.037964,-77.0503238,Mallory Morton,1984/11/11,924,Charles Benson,654,627
98227891,9,bikini,58849304,1976/10/11,,Li,Pe,15904118,jessica62@example.net,-12.037964,-77.0503238,Lucas Bennett,1976/10/11,735,Mr. Dwayne Henderson,684,48
7229432,1,shoes,28523021,1993/01/23,,Bo,Co,23503290,ubennett@example.net,4.648625,-74.1,Misty Hansen,1993/01/23,346,Jennifer Brown,540,325
75180605,3,underwear,84465584,1994/10/12,,Bo,Co,69940497,joanna65@example.com,4.648625,-74.1,Joseph Lang,1994/10/12,824,Jacob Bryant,695,413
3132511,1,shoes,42668136,1974/10/16,,Ca,Co,4919596,jonathan55@example.com,10.4002813,-75.5,Austin Jacobs,1974/10/16,864,Kristen Marshall,391,804
77751121,5,socks,50717735,2012/05/02,,Bo,Co,90523632,gardnerpatrick@example.org,4.648625,-74.1,Jay Morse,2012/05/02,724,Eric Patton,915,935
74319829,3,underwear,20711990,1991/02/28,,Me,Co,90484985,aaronsimmons@example.net,6.2441988,-75.6,Rachel Freeman,1991/02/28,117,Monica Ramirez,658,404
4869141,7,T-Shirt,75958230,2006/01/07,,Li,Pe,65308978,chelsey07@example.com,-12.037964,-77.0503238,Ann Griffin,2006/01/07,5,Kathy Powers,786,465
88969101,5,socks,73429091,1972/12/24,,Bo,Co,24800951,lukeavery@example.net,4.648625,-74.1,Michael Fleming,1972/12/24,640,Katherine Hicks,804,526
54307757,3,underwear,70483716,2004/04/04,,Ca,Co,19866868,renee28@example.org,10.4002813,-75.5,Jared Moreno,2004/04/04,709,Mr. David Patterson,7,280
99960715,1,shoes,59092319,2001/09/11,,Ca,Co,23644310,jacobsjohn@example.com,10.4002813,-75.5,Wayne Garcia,2001/09/11,349,Meghan Wolf,857,120
1898657,8,gloves,96672641,2004/11/25,,Bo,Co,35862009,whitedaniel@example.com,4.648625,-74.1,Kelsey Mendez,2004/11/25,488,Jorge Smith,486,52
27663883,7,T-Shirt,54481436,1983/04/17,,Ca,Co,3674999,paynewarren@example.net,10.4002813,-75.5,Andrea George,1983/04/17,520,Morgan Cohen,702,358
8861861,5,socks,95333820,2008/09/10,,Ca,Co,45089079,cparks@example.com,10.4002813,-75.5,Rebecca Moore,2008/09/10,5,Anita Love,962,732
84699174,9,bikini,35377315,2002/11/30,,Ca,Co,55715043,wardelizabeth@example.net,10.4002813,-75.5,Charles Garcia,2002/11/30,749,Melissa Cooper,457,317
41982874,2,skirt,36264725,1992/09/22,,Bo,Co,26744679,kpierce@example.com,4.648625,-74.1,Amber Russell,1992/09/22,671,Nicole Robinson,681,533
98929995,5,socks,98392457,1992/08/17,,Ca,Co,22733977,darrellgomez@example.org,10.4002813,-75.5,Jacqueline Lee,1992/08/17,759,Amanda Scott,816,577
73550647,5,socks,819375,1994/07/27,,Me,Co,34567926,taylorcollin@example.com,6.2441988,-75.6,Melissa Mcguire,1994/07/27,441,Mary Boyer,892,638
43040949,7,T-Shirt,88730556,2021/09/29,,Ca,Co,26774037,saraking@example.net,10.4002813,-75.5,Karl Evans,2021/09/29,767,Bianca Townsend,577,141
69075358,5,socks,74416981,1991/11/03,,Bo,Co,48789512,icontreras@example.net,4.648625,-74.1,Mr. James Flores,1991/11/03,149,Paul Scott,985,983
82349186,9,bikini,5856709,2015/05/26,,Ca,Co,50288797,jchoi@example.net,10.4002813,-75.5,Taylor Smith,2015/05/26,543,Kelsey Morris,339,163
63809326,1,shoes,49039922,1971/03/19,,Ca,Co,82640152,emily19@example.com,10.4002813,-75.5,Jacob Chen,1971/03/19,708,Anthony Brown,662,736
83503994,9,bikini,91347757,1993/08/18,,Me,Co,16384183,warrenpaul@example.com,6.2441988,-75.6,Paul Fuentes,1993/08/18,168,Wayne Cunningham,599,13
79034053,4,scarf,70582031,1995/02/01,,Me,Co,5027552,lopezthomas@example.net,6.2441988,-75.6,Jon Smith,1995/02/01,522,Scott Fowler Jr.,562,809
43509498,2,skirt,62076812,1988/04/13,,Li,Pe,22825722,rmason@example.net,-12.037964,-77.0503238,Nicole Wilcox,1988/04/13,503,Tracy Wood,770,809
78544800,8,gloves,85597665,1982/04/06,,Ca,Co,29816388,stephanie71@example.com,10.4002813,-75.5,William Robertson,1982/04/06,454,Robin Ramirez,939,320
58757380,8,gloves,43126073,1983/05/07,,Ca,Co,87076747,prattkenneth@example.org,10.4002813,-75.5,Sarah Wilson,1983/05/07,465,Catherine Sexton,974,782
33207462,5,socks,38469101,2015/10/31,X,Li,Pe,97934349,cynthiacervantes@example.net,-12.037964,-77.0503238,Brittany Mitchell,2015/10/31,560,Deborah Deleon,941,963
52967094,7,T-Shirt,8965287,1972/04/18,,Ca,Co,7972697,anthony63@example.org,10.4002813,-75.5,Mr. John Harris,1972/04/18,889,James Parks,244,887
81157409,5,socks,64778158,2010/10/07,,Ca,Co,47465670,hhowell@example.org,10.4002813,-75.5,Sheena Holland,2010/10/07,982,Willie Anderson,292,722
91595660,9,bikini,37193705,1990/03/10,X,Me,Co,43608295,mackfrancisco@example.org,6.2441988,-75.6,Emily Abbott,1990/03/10,150,Eugene Ward,824,644
76470887,6,hat,83216725,2014/12/13,,Bo,Co,98252715,bcastaneda@example.org,4.648625,-74.1,Ronald Gonzalez,2014/12/13,280,Gail Smith,820,211
43952460,7,T-Shirt,45287172,2012/01/12,,Ca,Co,88814214,reyessonya@example.org,10.4002813,-75.5,Christopher Waller,2012/01/12,279,Stacey Fuller,350,96
74697922,5,socks,26676684,2018/01/07,,Bo,Co,89123850,ijohnson@example.org,4.648625,-74.1,Kelly Love,2018/01/07,425,Brad Johnson,305,66
78040698,5,socks,42599073,1983/02/02,,Ca,Co,54308806,gonzalezstephanie@example.net,10.4002813,-75.5,Adam Butler,1983/02/02,374,Gavin Hernandez,72,816
19655700,4,scarf,8092056,2005/12/14,X,Ca,Co,11987940,sscott@example.net,10.4002813,-75.5,Matthew Moses,2005/12/14,173,Theodore Rodgers,668,756
20245149,7,T-Shirt,4075955,2001/10/13,,Li,Pe,72826619,victoria94@example.net,-12.037964,-77.0503238,Amber Cooper,2001/10/13,385,Adam Richardson,268,776
28976582,5,socks,29970841,2010/09/15,,Bo,Co,71166566,tonyawells@example.com,4.648625,-74.1,Laura Morgan,2010/09/15,134,Alexa Brock,932,635
