Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value
40061096,6,fertilizer,95970636,1991 05 20,0,Lima,PERU,25728510,jessicarojas@example.net,-12.037964,-77.0503238,Alan Morgan,1991 05 20,171,Tamara Bruce,5,830
21658133,4,apple seeds,24950401,2021 05 24,0,Lima,PERU,25000861,gabrielmoore@example.net,-12.037964,-77.0503238,Michelle Drake,2021 05 24,783,Colleen Dickerson,374,907
6112862,1,dirt,24750794,2000 06 05,0,BOGOTA,COLOMBIA,64597445,turnerjessica@example.net,4.648625,-74.1,Gregory Mccann,2000 06 05,759,Mrs. Alyssa Butler,227,209
47217997,3,carrot seeds,82122209,1990 08 06,0,BOGOTA,COLOMBIA,19818399,rhill@example.org,4.648625,-74.1,Cameron Goodwin,1990 08 06,619,Amy Marshall,376,23
34133384,6,fertilizer,41396090,2000 01 10,0,MEDELLIN,COLOMBIA,78974483,rodriguezjeremy@example.org,6.2441988,-75.6,Amanda Hamilton,2000 01 10,931,Terri Garcia,910,26
70325559,6,fertilizer,25032998,1984 07 04,0,CARTAGENA,COLOMBIA,4970843,josephchapman@example.net,10.4002813,-75.5,Paul Moses,1984 07 04,105,Michael Hill,944,19
42270692,1,dirt,19756720,2016 02 17,0,Lima,PERU,50873274,chad45@example.net,-12.037964,-77.0503238,Alexis Adams,2016 02 17,915,Heather Valdez,206,46
98869319,6,fertilizer,80327279,2020 11 29,0,BOGOTA,COLOMBIA,98045260,meagangutierrez@example.net,4.648625,-74.1,Rita Keller,2020 11 29,535,Melissa Butler,532,88
59671912,2,flower,75753140,2003 07 23,0,CARTAGENA,COLOMBIA,72770280,elizabethlopez@example.com,10.4002813,-75.5,Jessica Davis,2003 07 23,188,Mandy Davis,166,923
21978045,5,shovel,90733975,1996 11 04,0,MEDELLIN,COLOMBIA,37721041,jenniferweaver@example.com,6.2441988,-75.6,Michael Brown,1996 11 04,401,Robert Green,211,326
80498751,5,shovel,68210357,2013 11 01,0,CARTAGENA,COLOMBIA,17221739,icarter@example.net,10.4002813,-75.5,Sean Arias,2013 11 01,37,Dr. Jessica Green,37,89
88010416,5,shovel,96366906,2008 08 24,0,MEDELLIN,COLOMBIA,50664207,xsimon@example.com,6.2441988,-75.6,Michael Wagner,2008 08 24,838,Christina Crawford,688,156
88649223,6,fertilizer,41800565,1977 10 25,0,BOGOTA,COLOMBIA,22557370,ktorres@example.org,4.648625,-74.1,Kimberly Jacobs,1977 10 25,117,Robert Walls,531,842
70219866,6,fertilizer,3506540,1999 04 08,0,Lima,PERU,42168253,christina61@example.net,-12.037964,-77.0503238,Kevin Pierce,1999 04 08,95,Ashley Walters,744,670
88366401,4,apple seeds,59392065,1982 08 28,0,BOGOTA,COLOMBIA,43900126,amberjackson@example.com,4.648625,-74.1,Courtney Morris,1982 08 28,386,Jason Martin,64,728
52808938,1,dirt,32994632,1995 08 22,4,Lima,PERU,4373122,gonzaleztracey@example.org,-12.037964,-77.0503238,Christina Perkins,1995 08 22,423,Erin King,696,322
