Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value,Market_Name
31884126,3,underwear,6981976,2001/02/05,,Li,Pe,73467207,hboyd@example.com,-12.037964,-77.0503238,David Hayes,2001/02/05,103,Michelle Gardner,807,60,Tienda2
69573659,1,shoes,88659869,1992/10/18,,Li,Pe,5298358,lporter@example.net,-12.037964,-77.0503238,Shelby Coleman,1992/10/18,122,Theodore Brown,429,517,Tienda2
51955953,1,shoes,60837160,2005/01/05,X,Ca,Co,25265217,williamsbenjamin@example.org,10.4002813,-75.5,David Brewer,2005/01/05,496,Laura Frye,496,920,Tienda2
90497885,7,T-Shirt,46489661,2014/11/22,,Ca,Co,14802947,ramirezjoseph@example.com,10.4002813,-75.5,Jared Herring,2014/11/22,494,Caitlyn Powers,570,564,Tienda2
20662773,5,socks,60012255,2006/01/02,,Me,Co,32834781,ashleyhays@example.com,6.2441988,-75.6,Melanie Davis,2006/01/02,978,Andrea Howe,851,281,Tienda2
1083331,9,bikini,79550839,1995/05/20,,Bo,Co,81937606,cmonroe@example.org,4.648625,-74.1,Robert Johns,1995/05/20,280,Russell Knight,342,543,Tienda2
55189564,8,gloves,22266756,2012/09/16,,Bo,Co,76486613,bakerwilliam@example.com,4.648625,-74.1,Kelly Ho,2012/09/16,140,Rodney Rubio,193,969,Tienda2
25499747,2,skirt,86153874,1973/01/20,,Me,Co,26599529,xboyer@example.net,6.2441988,-75.6,Lisa Clark,1973/01/20,614,Ronald Rose,397,923,Tienda2
7682632,5,socks,16805937,2016/10/04,,Ca,Co,39695482,danawoods@example.net,10.4002813,-75.5,Jennifer Williams,2016/10/04,94,Jennifer Blair,466,152,Tienda2
21633340,6,hat,46664835,1989/03/21,,Ca,Co,64726067,wangrandy@example.com,10.4002813,-75.5,Nicole Mercer,1989/03/21,444,Jonathan Leonard,675,212,Tienda2
98692346,4,scarf,3936543,2000/02/19,,Ca,Co,77155326,perkinsbrandy@example.org,10.4002813,-75.5,William Green,2000/02/19,291,Brian Smith,285,627,Tienda2
59986440,5,socks,94615889,1997/09/19,,Ca,Co,20074150,diana81@example.com,10.4002813,-75.5,Jill Grant,1997/09/19,52,Raymond Young,478,97,Tienda2
50738891,4,scarf,1788275,1973/05/25,,Me,Co,81964408,millerlisa@example.net,6.2441988,-75.6,Mark Fuller,1973/05/25,19,Ana Glenn,49,823,Tienda2
44066386,6,hat,85396052,1985/02/25,,Ca,Co,52309995,esilva@example.org,10.4002813,-75.5,Ryan Harrell,1985/02/25,876,Patrick Smith,708,408,Tienda2
