Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value
11294597,3,clove,828774,1972-06-25,,Med,Col,11210972,kevin69@example.net,6.2441988,-75.6,Victoria Dorsey,2000-10-16,732,Michael Rogers,891,135
80540276,2,saw,45429757,1979-02-04,,Car,Col,12165686,juliemcguire@example.com,10.4002813,-75.5,Jennifer Parrish,1983-05-31,864,Devon Zimmerman,30,832
66202395,6,circular saw,54340850,1983-08-12,,Med,Col,37821700,turnerpatricia@example.net,6.2441988,-75.6,Eric Harper,2021-04-13,303,Jeffrey Sandoval,567,318
56752105,8,rope,34252578,2009-07-23,,Car,Col,43588615,uroman@example.com,10.4002813,-75.5,Matthew Nguyen,1991-01-20,565,Drew Castillo,740,373
90614357,4,paste,66031569,1989-10-13,,Car,Col,96978767,melodyking@example.com,10.4002813,-75.5,Miranda Sheppard,1998-12-10,166,Meagan Flores,866,22
98222839,8,rope,14579046,1997-01-01,,Car,Col,96025008,ftran@example.net,10.4002813,-75.5,Christopher Booker,1999-08-04,788,Christina Holmes MD,385,646
63997655,9,cement,56461072,2016-05-30,,Med,Col,41497364,garybrooks@example.net,6.2441988,-75.6,Tammy Rojas,1977-10-26,552,James Salazar,82,503
16944372,9,cement,18953416,2004-08-06,,Lim,Per,57884709,mrowland@example.com,-12.037964,-77.0503238,Christie Davis,2017-08-05,230,Julie Gray,777,288
63222656,7,screw,38045127,1972-03-21,,Med,Col,45008357,treid@example.net,6.2441988,-75.6,Evan James,1996-07-14,641,Jimmy Morrison,534,739
74444439,8,rope,77956963,2010-06-27,X,Med,Col,47290060,samanthajones@example.org,6.2441988,-75.6,Amy Morrow,1993-10-11,968,Paul Jackson,164,168
97370694,4,paste,88214237,2006-03-01,,Bog,Col,91874046,wesley34@example.net,4.648625,-74.1,Haley Leon DDS,1981-05-15,91,Mark Wilkinson,275,295
81341369,7,screw,48118871,1978-07-29,,Bog,Col,85199376,beanrichard@example.net,4.648625,-74.1,Arthur Sanchez,1995-01-06,822,Joshua Evans,389,436
95032010,1,hammer,4890759,1991-10-09,,Bog,Col,60835094,leonardnathan@example.org,4.648625,-74.1,Jordan Simon DVM,2018-06-19,384,Robert Campbell,943,886
80871050,7,screw,14922258,1973-06-15,,Car,Col,38291954,frodriguez@example.org,10.4002813,-75.5,Scott Morgan,2018-01-24,945,Walter Santos PhD,940,8
2431166,9,cement,92877045,1993-12-30,,Bog,Col,53042920,maria09@example.org,4.648625,-74.1,Susan Lopez,1970-05-27,736,Heather Vega,844,710
