Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value,Market_Name
58404715,8,gloves,32602476,1990/10/02,,Bo,Co,24356246,william92@example.com,4.648625,-74.1,Karen Smith,1990/10/02,753,Tony Olson,256,769,Tienda2
86202515,5,socks,33679380,1994/06/02,,Li,Pe,22071956,jensenpeter@example.com,-12.037964,-77.0503238,Mr. Thomas Yates,1994/06/02,383,Dawn Chavez,279,577,Tienda2
11508585,5,socks,41223800,2001/06/19,,Li,Pe,32421823,jessicastephens@example.com,-12.037964,-77.0503238,Patrick Tucker,2001/06/19,658,Kyle Lee,983,596,Tienda2
80901346,3,underwear,55068868,1985/02/23,,Bo,Co,40593060,tyler68@example.org,4.648625,-74.1,Jack Graham,1985/02/23,192,Jennifer Wilkinson,440,124,Tienda2
31820943,3,underwear,6178486,1993/02/08,X,Li,Pe,37138107,megancarlson@example.com,-12.037964,-77.0503238,Anthony Edwards,1993/02/08,950,Walter Melendez,731,373,Tienda2
80430747,4,scarf,8868462,1983/10/09,,Bo,Co,44987212,ugriffin@example.net,4.648625,-74.1,Nicole Long,1983/10/09,862,Sherry Campbell,155,385,Tienda2
48826303,7,T-Shirt,54016225,1976/06/28,,Li,Pe,22582439,piercealexis@example.net,-12.037964,-77.0503238,Vanessa Flores,1976/06/28,823,Sarah Becker,18,180,Tienda2
41393703,6,hat,22546282,1982/12/19,,Bo,Co,96443366,ian99@example.com,4.648625,-74.1,James Melton,1982/12/19,704,Calvin Garner,880,276,Tienda2
18588077,7,T-Shirt,16651042,1984/04/09,,Me,Co,41923410,madams@example.org,6.2441988,-75.6,Charles Kane,1984/04/09,766,Victoria Fleming,584,524,Tienda2
68019568,6,hat,39067812,1976/10/14,,Bo,Co,3447972,brownjulia@example.net,4.648625,-74.1,Julie Colon,1976/10/14,561,Jose Thompson,103,811,Tienda2
59332579,4,scarf,67054242,2000/09/02,,Me,Co,75833596,nancywatkins@example.com,6.2441988,-75.6,Lisa Shelton,2000/09/02,50,Mrs. Laura Cain,522,747,Tienda2
76630644,5,socks,95523941,2012/05/31,,Li,Pe,97312508,frederickgibson@example.com,-12.037964,-77.0503238,Anna Bennett,2012/05/31,606,Jennifer Hernandez,806,272,Tienda2
68172873,2,skirt,89759929,2005/01/10,,Ca,Co,13565374,ycain@example.net,10.4002813,-75.5,Kenneth Higgins,2005/01/10,165,Gloria Stein,432,162,Tienda2
26066840,8,gloves,68346455,2010/09/05,,Li,Pe,50957757,mjohnson@example.com,-12.037964,-77.0503238,Kelsey Lopez,2010/09/05,728,Mark Duran,222,733,Tienda2
61654983,5,socks,79421933,1974/03/14,,Li,Pe,18588192,rachelhall@example.org,-12.037964,-77.0503238,Juan Gibson,1974/03/14,428,Lauren Jones,204,543,Tienda2
56228746,7,T-Shirt,3630777,2010/10/02,,Ca,Co,12267642,dlong@example.org,10.4002813,-75.5,Corey Johnson,2010/10/02,324,Anna Campbell,257,196,Tienda2
34843085,2,skirt,94803784,2000/09/29,,Me,Co,2339942,maddenbecky@example.org,6.2441988,-75.6,William Yates,2000/09/29,699,Virginia Thornton,333,704,Tienda2
53622069,1,shoes,26005055,2005/09/25,,Li,Pe,25949409,bjones@example.com,-12.037964,-77.0503238,Jacqueline Morgan,2005/09/25,841,Geoffrey Hicks,984,942,Tienda2
5109177,5,socks,26166004,1976/03/26,,Ca,Co,9874746,nicholastaylor@example.net,10.4002813,-75.5,Debra Gilbert,1976/03/26,255,Amber Guerrero,844,432,Tienda2
57150622,1,shoes,74555278,2001/09/02,,Me,Co,97433751,lawrencegeorge@example.com,6.2441988,-75.6,Molly Patton,2001/09/02,566,Dr. Vanessa Sampson,578,269,Tienda2
91492039,2,skirt,2892901,1988/02/26,,Ca,Co,8195765,youngkristina@example.org,10.4002813,-75.5,Rachel White,1988/02/26,269,Harry Roberts,310,41,Tienda2
43516047,8,gloves,54209894,1979/01/05,,Bo,Co,34140973,matthewelliott@example.com,4.648625,-74.1,Courtney Dean,1979/01/05,391,Jack Patterson,297,966,Tienda2
74795335,3,underwear,8856878,1977/08/22,X,Bo,Co,58180426,christybyrd@example.com,4.648625,-74.1,Lauren Robbins,1977/08/22,17,Susan Wilson,670,38,Tienda2
71307075,3,underwear,16941333,1982/11/10,,Me,Co,34716214,zacharyvelasquez@example.com,6.2441988,-75.6,Nathan Griffith,1982/11/10,991,Lori Smith,750,663,Tienda2
96356777,2,skirt,29819344,2019/04/23,,Li,Pe,4590320,andersonteresa@example.org,-12.037964,-77.0503238,Matthew Richardson,2019/04/23,679,Sarah Marquez,470,338,Tienda2
59985012,7,T-Shirt,59737051,1996/03/08,,Bo,Co,36195175,aford@example.com,4.648625,-74.1,Samantha Gray,1996/03/08,940,Kathryn Roach,836,995,Tienda2
12913525,1,shoes,84007382,2001/07/07,,Me,Co,46139938,gevans@example.com,6.2441988,-75.6,James Perry,2001/07/07,109,Donald Lane,712,255,Tienda2
44195422,1,shoes,41874403,1972/02/01,,Bo,Co,8141910,andrewlopez@example.net,4.648625,-74.1,Michael Cordova,1972/02/01,516,Angela Travis,979,876,Tienda2
31152348,3,underwear,59706932,1970/05/28,,Me,Co,60787995,crystal35@example.net,6.2441988,-75.6,William Moody,1970/05/28,283,Logan Anderson,28,524,Tienda2
27531156,6,hat,41609660,2018/05/31,,Bo,Co,92113053,matthew87@example.net,4.648625,-74.1,Stephanie Lynch,2018/05/31,625,Richard Martin,573,903,Tienda2
78915608,5,socks,85238703,1987/12/09,,Ca,Co,68412092,jose59@example.net,10.4002813,-75.5,Christopher Wilson,1987/12/09,484,Brian Owens,409,430,Tienda2
83037235,6,hat,33698045,1977/09/21,,Bo,Co,51335717,kmartinez@example.com,4.648625,-74.1,Abigail Miller,1977/09/21,498,Alex Nixon,542,117,Tienda2
4141635,1,shoes,30796867,1973/09/10,,Li,Pe,46547088,charlesscott@example.com,-12.037964,-77.0503238,Thomas Cruz,1973/09/10,327,Brandy Anderson,433,560,Tienda2
45527961,4,scarf,82473262,1987/06/15,,Me,Co,90297283,smithdonald@example.net,6.2441988,-75.6,Chris Ramirez,1987/06/15,925,Alexander Elliott,663,312,Tienda2
43531170,9,bikini,37146998,1996/02/29,,Me,Co,41527009,wbarnes@example.net,6.2441988,-75.6,Lisa Ramsey,1996/02/29,796,Melissa Peterson,969,383,Tienda2
9503992,5,socks,31750600,1972/03/09,,Me,Co,56748769,youngbrandon@example.net,6.2441988,-75.6,Lisa White,1972/03/09,475,Steven Fields,767,6,Tienda2
14018489,2,skirt,75560332,1999/01/05,,Ca,Co,56474926,youngdaniel@example.com,10.4002813,-75.5,Victoria Harrison,1999/01/05,159,Tiffany Brown,617,43,Tienda2
67098556,5,socks,11121877,1980/12/08,,Ca,Co,35801493,ehodge@example.org,10.4002813,-75.5,Crystal Chapman,1980/12/08,544,Sandra Watts,628,110,Tienda2
94983387,9,bikini,24336776,1998/06/22,,Me,Co,72984328,shelleywhitaker@example.com,6.2441988,-75.6,Ashley Collins,1998/06/22,47,Matthew Webb,382,44,Tienda2
30353278,9,bikini,66455330,2020/07/16,,Li,Pe,23303613,jacksonjon@example.net,-12.037964,-77.0503238,Emily Williams,2020/07/16,202,Jessica Mitchell,692,784,Tienda2
34668554,7,T-Shirt,11635882,2019/05/02,X,Ca,Co,11379550,brandyjones@example.org,10.4002813,-75.5,Laura Dennis,2019/05/02,549,Katherine Kelly,151,398,Tienda2
84492826,4,scarf,26649086,1985/03/18,,Me,Co,76428120,sbrown@example.org,6.2441988,-75.6,Anthony Hill,1985/03/18,662,Antonio Fernandez,294,621,Tienda2
51822006,1,shoes,34555863,1977/06/17,,Me,Co,44404524,monicamiller@example.com,6.2441988,-75.6,Melissa Beard,1977/06/17,773,Pamela Gomez,943,695,Tienda2
85209264,5,socks,74252255,2007/09/19,,Bo,Co,79158670,collin64@example.net,4.648625,-74.1,Paige Ramirez,2007/09/19,774,David Smith,701,188,Tienda2
11634321,6,hat,44846740,2008/07/16,,Me,Co,9260361,brian33@example.com,6.2441988,-75.6,Jennifer Green,2008/07/16,674,Tonya Noble MD,126,102,Tienda2
65025710,6,hat,83321172,2001/10/12,,Bo,Co,48107641,ecarpenter@example.org,4.648625,-74.1,Denise Whitney,2001/10/12,339,Brandon Bailey,11,644,Tienda2
72160387,5,socks,14876821,1987/06/10,,Me,Co,43286366,longkristi@example.net,6.2441988,-75.6,Gabriel Barrera,1987/06/10,514,Anne Simpson,575,380,Tienda2
3192253,9,bikini,98638677,2017/11/22,,Bo,Co,56823475,johndaniel@example.com,4.648625,-74.1,Kristina Rodriguez,2017/11/22,77,Sara Barr,591,263,Tienda2
50945201,7,T-Shirt,64676861,1982/01/11,,Me,Co,20722956,bartonannette@example.net,6.2441988,-75.6,Michael Skinner,1982/01/11,267,Valerie Wallace,847,67,Tienda2
85662862,5,socks,92977754,1998/06/28,,Bo,Co,91480915,rwhite@example.com,4.648625,-74.1,Sara Watson,1998/06/28,605,Vickie Chavez,444,130,Tienda2
63106903,6,hat,9340646,1999/11/04,,Me,Co,24212658,richard41@example.com,6.2441988,-75.6,Amy Hurst,1999/11/04,218,Nancy Rhodes DVM,295,246,Tienda2
7147474,6,hat,27227797,2013/07/15,,Ca,Co,74028755,rnelson@example.com,10.4002813,-75.5,Edward Williams,2013/07/15,867,Jessica Stewart,656,757,Tienda2
12354990,1,shoes,93266313,2004/09/09,,Ca,Co,2189630,thompsonstephanie@example.net,10.4002813,-75.5,Justin King,2004/09/09,248,Tara Garcia,3,412,Tienda2
17314222,7,T-Shirt,85844675,2000/04/23,,Bo,Co,3413652,stricklandtodd@example.net,4.648625,-74.1,Michael Sparks,2000/04/23,249,Steve Lewis,245,921,Tienda2
41592175,5,socks,94688290,2018/04/05,,Me,Co,50673669,abray@example.com,6.2441988,-75.6,Luis Williams,2018/04/05,671,Zachary Franklin,527,675,Tienda2
3413995,3,underwear,73460563,1971/08/04,,Li,Pe,60686131,olivergregory@example.com,-12.037964,-77.0503238,Randall Erickson,1971/08/04,865,Anthony Baird,128,253,Tienda2
45825268,8,gloves,53015855,2013/08/07,,Ca,Co,35453554,brianhayes@example.org,10.4002813,-75.5,Robert Wilson,2013/08/07,526,Virginia Hawkins,961,963,Tienda2
14653419,6,hat,25493328,1972/08/09,,Ca,Co,815154,ewright@example.net,10.4002813,-75.5,Lisa Chavez,1972/08/09,892,Vanessa Serrano,960,361,Tienda2
49001690,6,hat,58408069,1993/02/16,,Bo,Co,96715263,richardjames@example.org,4.648625,-74.1,Shawn Jefferson,1993/02/16,740,Tammy Payne,334,104,Tienda2
65997875,4,scarf,48749071,2018/10/11,,Li,Pe,13804477,ynorris@example.org,-12.037964,-77.0503238,Daniel Miller,2018/10/11,662,Shannon Lee,700,257,Tienda2
78022616,5,socks,87286524,2014/05/30,,Me,Co,89001751,beckergreg@example.org,6.2441988,-75.6,Stephen Chandler,2014/05/30,362,Corey Mitchell,215,138,Tienda2
44512238,4,scarf,15681558,1978/01/10,,Bo,Co,42104040,aklein@example.net,4.648625,-74.1,Justin Mcguire,1978/01/10,236,Jesse Golden,796,502,Tienda2
18466926,5,socks,11371805,1980/03/21,,Li,Pe,22680828,wilsongabrielle@example.com,-12.037964,-77.0503238,Russell Moore,1980/03/21,845,Krista Lawrence,888,980,Tienda2
27167658,1,shoes,6999046,2003/08/29,,Me,Co,46793126,karen98@example.org,6.2441988,-75.6,Nancy Taylor,2003/08/29,41,Michelle Maynard,832,125,Tienda2
44197510,6,hat,19037423,1992/02/10,,Bo,Co,20538105,sharpgregory@example.net,4.648625,-74.1,Kathy Tate,1992/02/10,826,Tanya Munoz,170,204,Tienda2
71771882,1,shoes,41027907,2010/09/29,X,Me,Co,7600679,jacksonmonica@example.net,6.2441988,-75.6,Adam Wright,2010/09/29,975,Michael Griffin,766,219,Tienda2
49398262,3,underwear,9353944,1990/07/26,,Me,Co,239489,yvettemclaughlin@example.com,6.2441988,-75.6,Lisa Williams,1990/07/26,574,Mrs. Sarah Parsons,13,115,Tienda2
51310613,4,scarf,36105024,1984/08/30,,Bo,Co,74991898,curtisbrad@example.net,4.648625,-74.1,Crystal Weber,1984/08/30,883,Joel Larsen,252,403,Tienda2
