Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value,Market_Name
21864467,5,socks,60205412,1986/04/20,,Li,Pe,15234554,veronicarice@example.net,-12.037964,-77.0503238,Miss Amanda Molina MD,1986/04/20,843,Ryan Diaz,108,425,Tienda2
85878172,5,socks,63463672,1998/09/30,,Ca,Co,75972764,keithgilbert@example.com,10.4002813,-75.5,Bradley Hart,1998/09/30,688,Randy Lynch,73,807,Tienda2
44690368,8,gloves,92792792,1975/01/22,,Bo,Co,40258407,kevinsullivan@example.com,4.648625,-74.1,Megan Baker,1975/01/22,271,Gary Mueller,681,641,Tienda2
16172399,9,bikini,47206566,1973/02/20,,Me,Co,61364243,nicholasgreer@example.net,6.2441988,-75.6,Sandra Smith,1973/02/20,835,Amanda Keller,587,357,Tienda2
45932185,8,gloves,19215462,1993/06/12,,Me,Co,98643985,tara94@example.org,6.2441988,-75.6,William King,1993/06/12,129,Connor Higgins,696,450,Tienda2
8456318,8,gloves,64248767,1989/12/06,,Ca,Co,66906168,asmith@example.com,10.4002813,-75.5,Andrew Scott,1989/12/06,41,Patricia Valenzuela,754,729,Tienda2
48576600,4,scarf,17995956,1994/06/19,,Ca,Co,6074416,xmcintyre@example.net,10.4002813,-75.5,Alexander Scott,1994/06/19,814,Jaime Robinson,275,134,Tienda2
8357128,1,shoes,8289987,1993/04/01,,Me,Co,16867226,shawn67@example.org,6.2441988,-75.6,Jennifer Mckee,1993/04/01,601,Monique Lopez,241,645,Tienda2
87098655,5,socks,42988721,1978/09/02,,Bo,Co,78319622,dknox@example.net,4.648625,-74.1,Vanessa Thomas,1978/09/02,93,Bobby Lopez,209,632,Tienda2
95041532,1,shoes,12710523,2010/04/21,,Ca,Co,76322977,kaitlynriggs@example.org,10.4002813,-75.5,Steven Cannon,2010/04/21,450,April Hodges,294,738,Tienda2
55600204,1,shoes,80400442,2018/01/28,,Ca,Co,12062913,rhondawilliams@example.org,10.4002813,-75.5,Pamela Brown,2018/01/28,190,Victoria Pierce,275,72,Tienda2
74694562,7,T-Shirt,80137821,1997/07/12,,Li,Pe,64502672,adkinstroy@example.org,-12.037964,-77.0503238,Nathan Bell,1997/07/12,964,Kimberly Sanders,486,99,Tienda2
97448455,4,scarf,54640125,1977/04/01,,Li,Pe,99114034,ellisashley@example.com,-12.037964,-77.0503238,Joshua Moore,1977/04/01,447,Michael Shannon,189,6,Tienda2
98215085,3,underwear,36612736,1977/01/18,,Li,Pe,66464212,alicia99@example.com,-12.037964,-77.0503238,Savannah Reed,1977/01/18,509,Patrick Garcia,649,807,Tienda2
77092251,3,underwear,17226177,1998/06/20,X,Li,Pe,23212459,turnerjennifer@example.net,-12.037964,-77.0503238,Michele Morrison,1998/06/20,894,Sue Jensen,455,191,Tienda2
61045430,6,hat,28224377,1989/11/04,,Bo,Co,47732084,conleyrandy@example.com,4.648625,-74.1,Carol Larson,1989/11/04,646,Donald Taylor,942,387,Tienda2
98491392,2,skirt,36755360,1976/07/10,,Li,Pe,283797,hcantu@example.org,-12.037964,-77.0503238,Joseph Velez,1976/07/10,349,Andrew Stewart,90,760,Tienda2
70796358,4,scarf,40051730,2011/06/09,,Li,Pe,64867265,mcconnellsuzanne@example.com,-12.037964,-77.0503238,Stephanie Becker,2011/06/09,367,Roger Johnston,611,675,Tienda2
82378735,7,T-Shirt,14323349,1974/10/16,,Ca,Co,26236930,jennifer36@example.org,10.4002813,-75.5,Jose Woods,1974/10/16,676,Krystal Lee,451,512,Tienda2
98206833,9,bikini,4912115,1988/08/13,,Bo,Co,6032499,brendaevans@example.com,4.648625,-74.1,Jacqueline Gilbert,1988/08/13,211,Richard Prince,471,214,Tienda2
19694234,6,hat,98365353,1999/04/28,,Li,Pe,78599059,nbrown@example.com,-12.037964,-77.0503238,Victoria Villegas,1999/04/28,474,Justin Terry,150,744,Tienda2
73210183,2,skirt,29870065,2002/11/23,,Li,Pe,37922765,fisherjeffery@example.com,-12.037964,-77.0503238,Kristin Scott,2002/11/23,680,Sara Church,309,927,Tienda2
40919168,2,skirt,65529409,2012/12/28,,Bo,Co,48078103,hsolis@example.net,4.648625,-74.1,David Cooper,2012/12/28,974,Tina Walker,19,621,Tienda2
37585566,8,gloves,60273255,2005/04/06,,Ca,Co,22024217,rodriguezbeth@example.com,10.4002813,-75.5,Sarah Lewis,2005/04/06,267,Danielle Gallagher,697,710,Tienda2
50840659,3,underwear,4341509,2000/05/13,,Ca,Co,24025283,nelsonalice@example.com,10.4002813,-75.5,Samuel Carter,2000/05/13,662,Ricky Booth,819,652,Tienda2
72866667,4,scarf,67549479,1984/08/06,,Me,Co,48925817,delacruzelizabeth@example.org,6.2441988,-75.6,Amy Atkinson,1984/08/06,591,Christopher Navarro,871,669,Tienda2
34470084,5,socks,35531148,2021/03/02,,Ca,Co,5858829,elizabethrodriguez@example.org,10.4002813,-75.5,Mary Lawson,2021/03/02,439,Joshua Nichols,241,835,Tienda2
65744566,1,shoes,74183471,1983/05/04,,Me,Co,33373580,jeffrey51@example.net,6.2441988,-75.6,Dawn Lutz,1983/05/04,384,Katrina Flores,173,847,Tienda2
73208859,3,underwear,43989655,2005/07/23,,Me,Co,4808507,umcfarland@example.org,6.2441988,-75.6,Julie Pierce,2005/07/23,171,Jessica Jones,70,373,Tienda2
24992064,5,socks,22815627,2004/06/08,,Ca,Co,62921735,wendywilliamson@example.com,10.4002813,-75.5,Jason Leon,2004/06/08,934,William Wiggins,321,826,Tienda2
96890603,6,hat,85214732,2010/09/09,X,Me,Co,78411446,rachel66@example.org,6.2441988,-75.6,Stephen Aguirre,2010/09/09,518,Tyler Chen,988,543,Tienda2
21768866,1,shoes,32494549,2014/06/14,,Bo,Co,41129533,evanskyle@example.net,4.648625,-74.1,Jennifer Rowland,2014/06/14,229,Robert Kennedy,302,374,Tienda2
48253447,5,socks,4444970,2003/07/06,X,Me,Co,55896079,thomasrhodes@example.com,6.2441988,-75.6,Mr. Mark Jenkins,2003/07/06,727,Michael Trevino,786,580,Tienda2
68073825,6,hat,65327976,1976/12/19,,Li,Pe,93811754,katie78@example.net,-12.037964,-77.0503238,Walter Maldonado,1976/12/19,269,Molly Jacobs,213,71,Tienda2
62239942,5,socks,64082401,2010/09/17,X,Li,Pe,51171379,andersonstanley@example.org,-12.037964,-77.0503238,Matthew Vega,2010/09/17,98,Shawn Chambers,745,562,Tienda2
98259590,1,shoes,19439380,2019/12/08,,Bo,Co,3710501,velezandrew@example.org,4.648625,-74.1,John Taylor,2019/12/08,765,Zachary Parker,127,828,Tienda2
35784472,8,gloves,27993949,1987/10/21,,Li,Pe,91465559,lewiserin@example.com,-12.037964,-77.0503238,David Martinez,1987/10/21,313,Laura Jacobson,474,877,Tienda2
95936652,1,shoes,24321647,2009/08/31,X,Ca,Co,13012561,vlynch@example.net,10.4002813,-75.5,Matthew Brown,2009/08/31,281,Thomas Hammond,151,353,Tienda2
26493263,8,gloves,74415054,1999/10/15,,Ca,Co,68562063,camachodebra@example.net,10.4002813,-75.5,Jennifer Morales,1999/10/15,486,Kelly Price,648,63,Tienda2
84111426,2,skirt,66894898,1991/07/02,,Bo,Co,12404376,coopermichael@example.org,4.648625,-74.1,Danielle Walker,1991/07/02,873,Jonathan Singleton,22,63,Tienda2
7693661,4,scarf,36426486,1971/07/19,,Ca,Co,49004557,joshua27@example.net,10.4002813,-75.5,Mark Banks,1971/07/19,902,Lisa Brown,547,428,Tienda2
94226424,3,underwear,85632867,2018/09/17,,Bo,Co,89338105,kellycox@example.com,4.648625,-74.1,Anne Gates,2018/09/17,127,Dr. Lisa Kennedy,520,823,Tienda2
39649675,2,skirt,94813291,2009/07/20,X,Me,Co,80788040,toniwhite@example.net,6.2441988,-75.6,John Sharp,2009/07/20,421,Misty Martinez,296,567,Tienda2
19105504,5,socks,46639913,2003/08/17,,Bo,Co,8012792,melissa32@example.net,4.648625,-74.1,Christine Thomas,2003/08/17,24,Erin Dean,768,682,Tienda2
17681963,3,underwear,50839958,1983/10/23,,Me,Co,31005612,deniselane@example.org,6.2441988,-75.6,Collin Young,1983/10/23,589,Eric Levine,667,729,Tienda2
58490332,2,skirt,41893044,1973/04/14,,Ca,Co,29367814,youngnancy@example.com,10.4002813,-75.5,Hector Martin,1973/04/14,855,Alexandra Smith,512,307,Tienda2
