Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value,Market_Name
93820657,7,redmi 9,43011482,2006.02.15,0,Rololandia,Pablito Escobar,41302745,andrew82@example.com,4.648625,-74.1,Becky Howell,2006.02.15,919,Sharon Powell,533,401,Tienda5
54707728,7,redmi 9,33257787,1973.08.12,0,Rololandia,Pablito Escobar,39235439,uwells@example.org,4.648625,-74.1,Kara Thomas,1973.08.12,204,Walter Obrien,134,108,Tienda5
76856814,2,redmi note 8,85667220,1994.12.26,0,Rololandia,Pablito Escobar,24785266,jack83@example.com,4.648625,-74.1,Justin Hill,1994.12.26,573,Sharon Anderson,807,643,Tienda5
15323752,6,redmi 8,12078832,1991.03.16,0,Tierra del aleteo,Pablito Escobar,57309936,lucasharmon@example.org,6.2441988,-75.6,Holly Wolfe,1991.03.16,930,Robert Randolph,942,497,Tienda5
87180889,3,redmi note 9,38686714,1994.09.07,0,La Calor,Pablito Escobar,15832529,ojackson@example.com,10.4002813,-75.5,Todd Garrett,1994.09.07,54,Jennifer Miller MD,7,459,Tienda5
98116941,2,redmi note 8,56003641,2000.07.14,0,La Calor,Pablito Escobar,10340397,nicholasrodriguez@example.com,10.4002813,-75.5,Richard Tanner,2000.07.14,173,Jason Graham,687,914,Tienda5
62333132,7,redmi 9,51921382,2013.03.25,0,Rololandia,Pablito Escobar,15593218,lgriffith@example.com,4.648625,-74.1,James Wright,2013.03.25,5,John Jones,308,740,Tienda5
30038456,6,redmi 8,43406385,2002.01.14,0,La Calor,Pablito Escobar,4162993,lweber@example.net,10.4002813,-75.5,Erin Pena,2002.01.14,765,Duane Foster,904,864,Tienda5
37664057,6,redmi 8,84846020,1992.01.19,0,La Calor,Pablito Escobar,4941291,paul28@example.net,10.4002813,-75.5,Scott Jones,1992.01.19,549,Robin Long,431,95,Tienda5
87741547,5,redmi 7,83695596,1993.02.18,0,La Calor,Pablito Escobar,38450883,rodriguezwilliam@example.net,10.4002813,-75.5,Michael Rivera MD,1993.02.18,770,Patricia Reyes,872,968,Tienda5
40068014,7,redmi 9,75768549,2010.12.28,0,machupichu,Palomas,68363683,graychristopher@example.org,-12.037964,-77.0503238,Tiffany Jones,2010.12.28,951,Tina Alexander,613,521,Tienda5
67966317,1,redmi note 7,69412766,2006.09.28,0,Tierra del aleteo,Pablito Escobar,54836572,conniebrown@example.net,6.2441988,-75.6,Jay Robinson,2006.09.28,967,Melissa Smith,312,884,Tienda5
32851740,5,redmi 7,13565332,1985.03.27,0,Tierra del aleteo,Pablito Escobar,9251047,ireed@example.net,6.2441988,-75.6,Margaret Thompson,1985.03.27,729,Cassandra Pierce,322,323,Tienda5
13771851,5,redmi 7,21923403,2015.11.17,0,machupichu,Palomas,24449093,jordanvega@example.org,-12.037964,-77.0503238,Christopher Stevens,2015.11.17,462,Shane Roberts,489,777,Tienda5
42334907,3,redmi note 9,72955826,1982.11.16,0,Tierra del aleteo,Pablito Escobar,71241164,echerry@example.net,6.2441988,-75.6,Penny Fernandez,1982.11.16,418,William Preston,962,677,Tienda5
26812605,3,redmi note 9,96147596,2010.08.10,0,Rololandia,Pablito Escobar,4261395,sday@example.net,4.648625,-74.1,Marissa Hayden,2010.08.10,480,Randall Schmidt,322,195,Tienda5
76550887,6,redmi 8,15080285,1984.11.17,0,Tierra del aleteo,Pablito Escobar,58537951,kristina60@example.org,6.2441988,-75.6,Mr. Aaron Matthews,1984.11.17,416,John Osborne,914,899,Tienda5
77095647,3,redmi note 9,83393272,2015.12.30,0,Rololandia,Pablito Escobar,84461024,anitachambers@example.org,4.648625,-74.1,James Payne,2015.12.30,856,Richard Lopez,232,514,Tienda5
5867272,1,redmi note 7,66302799,2016.09.26,0,Rololandia,Pablito Escobar,93727993,justinjones@example.com,4.648625,-74.1,Alexandra Ryan,2016.09.26,399,Ryan James,502,700,Tienda5
67552668,5,redmi 7,16251912,1987.04.01,0,Tierra del aleteo,Pablito Escobar,499621,martinshelly@example.net,6.2441988,-75.6,Kelli Dunn,1987.04.01,48,Shane Flynn,368,35,Tienda5
80657372,6,redmi 8,82442694,1990.08.31,0,machupichu,Palomas,73879605,jeffreysullivan@example.net,-12.037964,-77.0503238,Garrett Dickerson,1990.08.31,654,Christopher Howard,738,776,Tienda5
27301145,6,redmi 8,70081028,1999.08.11,0,La Calor,Pablito Escobar,77434812,peteranderson@example.net,10.4002813,-75.5,Thomas Cook,1999.08.11,604,Sherry Stephens,632,375,Tienda5
91583123,5,redmi 7,24554610,1983.07.15,0,machupichu,Palomas,8629694,ginaortiz@example.net,-12.037964,-77.0503238,Austin Williams,1983.07.15,524,Sarah Turner,800,76,Tienda5
44165113,1,redmi note 7,29740336,2011.05.17,0,La Calor,Pablito Escobar,87779186,bryanmoore@example.org,10.4002813,-75.5,Larry Berger,2011.05.17,293,Jamie Allen,78,149,Tienda5
24349645,7,redmi 9,62228560,1985.02.13,4,Tierra del aleteo,Pablito Escobar,46264941,alexis97@example.org,6.2441988,-75.6,Frank Lee,1985.02.13,342,Eileen Griffin,156,358,Tienda5
71411199,6,redmi 8,32211953,2019.06.29,0,Tierra del aleteo,Pablito Escobar,77626644,angelacarr@example.org,6.2441988,-75.6,Kevin King,2019.06.29,351,Jacob Martinez,460,26,Tienda5
58178778,7,redmi 9,14445328,1993.01.03,0,La Calor,Pablito Escobar,58405889,mrobinson@example.net,10.4002813,-75.5,Travis Acosta,1993.01.03,226,Paula Nguyen,219,691,Tienda5
9964634,4,redmie note 9s,31630708,2021.10.01,0,Tierra del aleteo,Pablito Escobar,59725405,kimberly04@example.org,6.2441988,-75.6,James Middleton,2021.10.01,414,Amber Jimenez,381,615,Tienda5
80927054,1,redmi note 7,7588619,2021.05.11,0,machupichu,Palomas,90151129,xhenry@example.com,-12.037964,-77.0503238,Tyler Joseph,2021.05.11,311,Duane Johnson,78,948,Tienda5
78743254,6,redmi 8,45968381,1983.09.23,0,machupichu,Palomas,62736840,campbellsusan@example.net,-12.037964,-77.0503238,Jay Sims,1983.09.23,429,Casey Anderson,794,63,Tienda5
30529186,7,redmi 9,25868264,2008.08.27,0,Rololandia,Pablito Escobar,25910008,christopher70@example.com,4.648625,-74.1,Robert Cabrera,2008.08.27,742,Matthew Long,824,841,Tienda5
69277049,4,redmie note 9s,54719807,2011.07.26,0,Tierra del aleteo,Pablito Escobar,59056680,melody54@example.org,6.2441988,-75.6,Barry Figueroa,2011.07.26,426,Michael Hancock,622,35,Tienda5
35396439,7,redmi 9,9002019,1970.07.30,0,Tierra del aleteo,Pablito Escobar,18492436,brittanysmith@example.com,6.2441988,-75.6,Daniel Mcclain,1970.07.30,909,James Mcdaniel,213,232,Tienda5
79823171,1,redmi note 7,92964297,1998.07.24,0,Rololandia,Pablito Escobar,81169319,frhodes@example.com,4.648625,-74.1,Daniel Smith,1998.07.24,879,Christopher Cummings,174,997,Tienda5
18075286,2,redmi note 8,18798192,2010.02.17,0,Rololandia,Pablito Escobar,58899219,bennettmichael@example.net,4.648625,-74.1,Ebony Williams,2010.02.17,745,Sandra Campos,733,359,Tienda5
37899982,6,redmi 8,84587913,1995.12.01,0,machupichu,Palomas,60236964,michael06@example.net,-12.037964,-77.0503238,Courtney Taylor,1995.12.01,694,Andrew Thomas,148,395,Tienda5
98054331,5,redmi 7,41237080,1977.10.12,0,Rololandia,Pablito Escobar,59244465,juliawatson@example.org,4.648625,-74.1,Brandon Hurst,1977.10.12,658,Kristen Torres,234,802,Tienda5
97447530,5,redmi 7,45960739,1994.03.02,0,La Calor,Pablito Escobar,91623813,michelle76@example.org,10.4002813,-75.5,Mia Massey,1994.03.02,89,Jessica Henry,389,213,Tienda5
46982870,3,redmi note 9,27513692,1971.03.14,2,Tierra del aleteo,Pablito Escobar,54957918,hollowayjamie@example.org,6.2441988,-75.6,Kelly Owens DDS,1971.03.14,156,Kevin Young,874,906,Tienda5
68727794,4,redmie note 9s,89344206,2014.10.13,0,La Calor,Pablito Escobar,46388876,henryamy@example.com,10.4002813,-75.5,Eddie Cummings,2014.10.13,413,Alice Jackson,119,1000,Tienda5
83487880,2,redmi note 8,11598853,1993.10.29,0,machupichu,Palomas,14298921,patricia55@example.org,-12.037964,-77.0503238,Wyatt Hicks,1993.10.29,270,Jonathan Owens,645,995,Tienda5
13657372,5,redmi 7,98410117,1976.11.18,2,La Calor,Pablito Escobar,95729726,beckbrittney@example.org,10.4002813,-75.5,Latasha Scott,1976.11.18,702,Theodore Caldwell,93,665,Tienda5
92523812,2,redmi note 8,99156167,2013.10.17,0,Rololandia,Pablito Escobar,32989966,jonesmarie@example.com,4.648625,-74.1,Ana Smith,2013.10.17,547,Whitney Bell,24,724,Tienda5
83956517,4,redmie note 9s,4016850,1998.06.17,1,Tierra del aleteo,Pablito Escobar,85242338,tiffanyharvey@example.com,6.2441988,-75.6,Nicole Lee,1998.06.17,130,Anna Jimenez,754,287,Tienda5
98718991,3,redmi note 9,54735184,2000.01.31,0,La Calor,Pablito Escobar,29979211,brooksjessica@example.com,10.4002813,-75.5,Melissa Simmons,2000.01.31,646,Jamie Farrell,321,60,Tienda5
38215840,3,redmi note 9,37876270,1970.08.29,0,La Calor,Pablito Escobar,79604054,cking@example.com,10.4002813,-75.5,Lindsey Copeland,1970.08.29,679,Kimberly Ross,114,408,Tienda5
2835553,7,redmi 9,59661097,1973.02.05,0,machupichu,Palomas,69004417,brianavance@example.org,-12.037964,-77.0503238,Mary Murphy,1973.02.05,249,Teresa Moon,718,851,Tienda5
78032574,5,redmi 7,21944568,2005.10.12,0,La Calor,Pablito Escobar,25639281,jennifer44@example.com,10.4002813,-75.5,Anthony Doyle,2005.10.12,321,Tammy Smith,954,493,Tienda5
4617209,1,redmi note 7,25294654,1995.12.03,0,Tierra del aleteo,Pablito Escobar,97295172,timothy61@example.com,6.2441988,-75.6,Mitchell Benson MD,1995.12.03,179,Diana Cantrell,885,1,Tienda5
63722871,4,redmie note 9s,41666008,1998.10.10,0,Tierra del aleteo,Pablito Escobar,99316243,xthomas@example.com,6.2441988,-75.6,Doris Harris,1998.10.10,708,Peter Mason,798,638,Tienda5
5548486,4,redmie note 9s,49366257,1970.01.19,0,Rololandia,Pablito Escobar,79769319,matthew90@example.net,4.648625,-74.1,Gary Douglas,1970.01.19,252,Brian Myers,120,382,Tienda5
10322079,2,redmi note 8,74209381,1972.10.30,0,La Calor,Pablito Escobar,16007967,rachel80@example.org,10.4002813,-75.5,Monica Daniel,1972.10.30,549,Kristie Nelson,713,195,Tienda5
91017082,2,redmi note 8,18561995,1981.06.16,0,La Calor,Pablito Escobar,29902077,sandraroberts@example.com,10.4002813,-75.5,Taylor Novak,1981.06.16,763,Brad Robles,108,483,Tienda5
